,concept_id,concept_name,hierarchy
357917,1381843006,Transabdominal ultrasonography of pelvis (procedure),procedure
357926,1381855000,Monomorphic premature ventricular contraction on electrocardiogram (finding),finding
357927,1381860001,Entire short arm of chromosome 1 (cell structure),cell structure
357928,1381861002,Abnormality of interstitial tissue of lung (finding),finding
357929,1381862009,Entire short arm of chromosome 17 (cell structure),cell structure
357930,1381863004,Entire long arm of chromosome 19 (cell structure),cell structure
357932,1381865006,Polymorphic premature ventricular contraction on electrocardiogram (finding),finding
357942,1381874008,Structure of plantar plate of metatarsophalangeal joint (body structure),body structure
357943,1381875009,Entire plantar plate of metatarsophalangeal joint (body structure),body structure
357944,1381876005,Structure of canine eminence of maxilla (body structure),body structure
357945,1381877001,Entire canine eminence of maxilla (body structure),body structure
357946,1381885005,Ebstein anomaly of tricuspid valve with functional pulmonary valve atresia (disorder),disorder
357950,1381890008,Education about risk of exposure to sun (procedure),procedure
357951,1381891007,Education about health benefits of safe exposure to sun (procedure),procedure
357952,1381892000,Diffuse mesangial proliferative glomerulonephritis (disorder),disorder
357953,1381893005,Diffuse mesangiocapillary glomerulonephritis (disorder),disorder
357958,1381912000,Structure of left cochlear nerve (body structure),body structure
357959,1381913005,Structure of right cochlear nerve (body structure),body structure
357960,1381914004,Structure of tympanic mucosa of right ear (body structure),body structure
357961,1381915003,Structure of tympanic mucosa of left ear (body structure),body structure
357962,1381916002,Entire tympanic mucosa of right ear (body structure),body structure
357963,1381917006,Entire tympanic mucosa of left ear (body structure),body structure
357964,1381918001,Congenital absence of eye proper (disorder),disorder
357986,1381949006,Carrier of genetic marker for cardiomyopathy (finding),finding
357987,1381950006,Benign oncocytic adenoma of thyroid (disorder),disorder
357988,1381951005,Angiography of artery using contrast (procedure),procedure
357990,1381953008,Structure of intracranial segment of cranial nerve (body structure),body structure
357991,1381954002,Entire intracranial segment of cranial nerve (body structure),body structure
357992,1381955001,Percutaneous insertion of tunneled indwelling catheter into pleural cavity using ultrasonographic guidance (procedure),procedure
357993,1381956000,Percutaneous insertion of tunneled indwelling catheter into pleural cavity using computed tomography guidance (procedure),procedure
358002,1381979004,Excision of benign neoplasm of tongue (procedure),procedure
358003,1381981002,Antibody-mediated rejection of transplant (disorder),disorder
358004,1381982009,Structure of intracranial root of cranial nerve (body structure),body structure
358005,1381983004,Entire intracranial root of cranial nerve (body structure),body structure
358006,1381984005,Taking of swab of anus (procedure),procedure
358007,1381985006,Assessment for pulmonary rehabilitation (procedure),procedure
358026,1382030007,Structure of intracranial segment of glossopharyngeal nerve (body structure),body structure
358027,1382031006,Entire intracranial segment of glossopharyngeal nerve (body structure),body structure
358030,1382035002,Structure of intracranial segment of trigeminal nerve (body structure),body structure
358031,1382036001,Entire intracranial segment of trigeminal nerve (body structure),body structure
358032,1382037005,Structure of intracranial segment of hypoglossal nerve (body structure),body structure
358033,1382038000,Endoscopic vaginal natural orifice transluminal repair of vaginal enterocele (procedure),procedure
358034,1382039008,Entire intracranial segment of hypoglossal nerve (body structure),body structure
358035,1382040005,Structure of intracranial segment of accessory nerve (body structure),body structure
358036,1382041009,Entire intracranial segment of accessory nerve (body structure),body structure
358038,1382048003,Percutaneous injection into muscle using computed tomography guidance (procedure),procedure
358039,1382049006,Percutaneous injection into musculoskeletal system using fluoroscopic guidance (procedure),procedure
358040,1382050006,Percutaneous thrombolysis of artery using fluoroscopic guidance (procedure),procedure
358041,1382051005,Percutaneous laser decompression of intervertebral disc using computed tomography guidance (procedure),procedure
358042,1382053008,Ebstein anomaly of tricuspid valve with circular shunt originating during fetal period (disorder),disorder
358043,1382054002,Magnetic resonance angiography of aortic arch and supraaortic branches of thoracic aorta (procedure),procedure
358044,1382055001,Delusion of impaired hair growth due to perceived material in skin (disorder),disorder
358045,1382056000,Hair phobia (finding),finding
358046,1382057009,Structure of intracranial segment of vestibulocochlear nerve (body structure),body structure
358047,1382058004,Entire intracranial segment of vestibulocochlear nerve (body structure),body structure
358048,1382059007,Structure of intracranial segment of facial nerve (body structure),body structure
358049,1382060002,Entire intracranial segment of facial nerve (body structure),body structure
358050,1382061003,Structure of intracranial segment of abducens nerve (body structure),body structure
358051,1382062005,Entire intracranial segment of abducens nerve (body structure),body structure
358052,1382063000,Structure of intracranial segment of trochlear nerve (body structure),body structure
358053,1382064006,Entire intracranial segment of trochlear nerve (body structure),body structure
358054,1382065007,Structure of intracranial segment of oculomotor nerve (body structure),body structure
358055,1382066008,Entire intracranial segment of oculomotor nerve (body structure),body structure
358056,1382069001,Repair of aneurysm using fluoroscopic guidance (procedure),procedure
358057,1382070000,Percutaneous biopsy of breast using stereotactic guidance (procedure),procedure
358058,1382071001,Percutaneous thrombolysis of vein using fluoroscopic guidance (procedure),procedure
358059,1382072008,Transarterial hepatic radioembolization using fluoroscopic guidance (procedure),procedure
358060,1382073003,Percutaneous drainage of collection of abdomen using ultrasonographic guidance (procedure),procedure
358061,1382074009,Transarterial embolization using fluoroscopic guidance (procedure),procedure
358062,1382075005,Ultrasonography of lateral abdominal wall (procedure),procedure
358064,1382077002,Insertion of nontunneled central venous catheter using ultrasonographic and fluoroscopic guidance (procedure),procedure
358065,1382079004,Percutaneous biopsy of breast using magnetic resonance imaging guidance (procedure),procedure
358074,1382088008,Embolization of portal-systemic shunt (procedure),procedure
358075,1382089000,Percutaneous injection into muscle using ultrasonographic guidance (procedure),procedure
358082,1382100002,Assessment using International Physical Activity Questionnaire (procedure),procedure
358084,1382102005,Painless nodule (finding),finding
358088,1382108009,Plasmacytoid lymphocyte (morphologic abnormality),morphologic abnormality
358109,1382129000,Cardiac organ-limited amyloidosis (disorder),disorder
358124,1382152001,Suppurative axilla lymphadenitis (disorder),disorder
358125,1382153006,Suppurative cervical lymphadenitis (disorder),disorder
358126,1382154000,Suppurative lymphadenitis (disorder),disorder
358128,1382160000,Cotton wool spots of right eye (disorder),disorder
358129,1382161001,Cotton wool spots of left eye (disorder),disorder
358130,1382162008,Traumatic amputation of entire left breast (disorder),disorder
358131,1382163003,Traumatic amputation of entire right breast (disorder),disorder
358132,1382164009,Pallor of optic disc of left eye (finding),finding
358133,1382165005,Traumatic amputation of entire bilateral breasts (disorder),disorder
358134,1382166006,Pallor of optic disc of right eye (finding),finding
358135,1382167002,Neovascularization of optic disc of right eye (disorder),disorder
358136,1382168007,Neovascularization of optic disc of left eye (disorder),disorder
358137,1382169004,Agenesis of breast (disorder),disorder
358138,1382170003,Agenesis of bilateral breasts (disorder),disorder
358139,1382171004,Agenesis of right breast (disorder),disorder
358140,1382172006,Agenesis of left breast (disorder),disorder
358141,1382173001,Acquired total absence of bilateral breasts (disorder),disorder
358142,1382174007,Acquired total absence of right breast (disorder),disorder
